char,radical,ohaeng,huneum,strokes
腔,⺼,土,속빌 강,12
腕,⺼,土,팔뚝 완,12
腖,⺼,土,- 동,12
腙,⺼,土,- 종,12
腚,⺼,土,- 정,12
腠,⺼,土,살결 주,13
腥,⺼,土,비릴 성,13
腦,⺼,土,골 뇌,13
腧,⺼,土,- 수,13
腩,⺼,土,- 남,13
腫,⺼,土,종기 종,13
腭,⺼,土,잇몸 악,13
腮,⺼,土,- 시,13
腰,⺼,土,허리 요,13
腱,⺼,土,힘줄 건,13
腳,⺼,土,- 각,13
腴,⺼,土,아랫배 살찔 유,12
腸,⺼,土,창자 장,13
腹,⺼,土,배 복,13
腺,⺼,土,샘 선,13
腻,⺼,土,- 니,13
腼,⺼,土,- 면,13
腽,⺼,土,- 올,13
腾,⺼,土,오를 등,13
腿,⺼,土,넓적다리 퇴,14
膀,⺼,土,오줌통 방,14
膂,⺼,土,등골뼈 려,14
膃,⺼,土,해구 올,14
膈,⺼,土,가슴 격,14
膊,⺼,土,팔뚝 박,14
膏,⺼,土,기름 고,14
膑,⺼,土,- 빈,14
膕,⺼,土,- 괵,15
膘,⺼,土,허구리살 표,15
膚,⺼,土,살갗 부,15
膛,⺼,土,- 당,15
膜,⺼,土,꺼풀 막,15
膝,⺼,土,무릎 슬,15
膠,⺼,土,아교 교,15
膣,⺼,土,음도 질,15
膦,⺼,土,- 련,16
膨,⺼,土,불을 팽,16
膩,⺼,土,살찔 니,16
膪,⺼,土,- 시,16
膫,⺼,土,- 료,16
膲,⺼,土,- 초,16
膳,⺼,土,선물 선,16
膺,⺼,土,가슴 응,17
膻,⺼,土,- 전,17
膽,⺼,土,쓸개 담,17
膾,⺼,土,회(膾) 회,17
膿,⺼,土,고름 농,17
臀,⺼,土,볼기 둔,17
臁,⺼,土,- 렴,17
臂,⺼,土,팔 비,17
臃,⺼,土,- 옹,17
臆,⺼,土,가슴 억,17
臉,⺼,土,- 검,17
臊,⺼,土,누릴 조,17
臌,⺼,土,- 고,17
臍,⺼,土,배꼽 제,18
臘,⺼,土,섣달 랍,19
臚,⺼,土,살갗 려,20
臜,⺼,土,- 잠,20
臟,⺼,土,오장 장,22
臠,肉,土,저민고기 련,25
臢,⺼,土,- 잠,23
臣,臣,木,신하 신,6
臤,臣,木,- 현,8
臥,臣,木,누울 와,8
臧,臣,木,착할 장,14
臨,臣,木,임할 림,17
自,自,木,스스로 자,6
臬,自,木,문지방 얼,10
臭,自,木,냄새 취,10
臱,自,木,- 면,15
臲,自,木,위태할 얼,16
至,至,火,이를 지,6
致,至,火,이를 치,10
臺,至,火,대 대,14
臻,至,火,이를 진,16
臼,臼,土,절구 구,6
臽,臼,土,- 함,8
臾,臼,土,잠깐 유,8
臿,臼,土,- 삽,9
舀,臼,土,- 요,10
舁,臼,土,마주들 여,10
舂,臼,土,방아 찧을 용,11
舄,臼,土,신 석,12
舅,臼,土,시아비 구,13
舆,车,火,- 여,14
與,臼,土,더불 여,14
興,臼,土,일[盛] 흥,16
舉,扌,木,- 거,17
舊,臼,土,예 구,18
舋,臼,土,- 흔,19
舌,舌,火,혀 설,6
舍,舌,火,집 사,8
舐,舌,火,핥을 지,10
舒,舌,火,펼 서,12
舔,舌,火,- 첨,14
舖,舌,火,펄 포,15
舛,舛,水,어그러질 천,6
舜,舛,水,순임금 순,12
舞,舛,水,춤출 무,14
舟,舟,水,배 주,6
舡,舟,水,배 강,9
舢,舟,水,- 산,9
舣,舟,水,- 차,9
舨,舟,水,- 판,10
航,舟,水,배 항,10
舫,舟,水,쌍배 방,10
般,舟,水,가지 반,10
舭,舟,水,- 비,10
舯,舟,水,- 중,10
舰,舟,水,- 함,10
舱,舟,水,- 창,10
舲,舟,水,- 령,11
舳,舟,水,고물 축,11
舴,舟,水,- 책,11
舵,舟,水,키[正船木] 타,11
舶,舟,水,배 박,11
舷,舟,水,뱃전 현,11
舸,舟,水,큰 배 가,11
船,舟,水,배 선,11
舻,舟,水,- 로,11
舾,舟,水,- 서,12
艄,舟,水,- 소,13
艅,舟,水,배이름 여,13
艇,舟,水,배 정,13
艉,舟,水,- 미,13
艋,舟,水,- 맹,14
艎,舟,水,- 황,15
艏,舟,水,- 수,15
艘,舟,水,배 소,16
艙,舟,水,부두 창,16
艚,舟,水,거룻배 조,17
艟,舟,水,배 동,18
艦,舟,水,큰 배 함,20
艨,舟,水,싸움배 몽,20
艮,艮,土,괘이름 간,6
良,艮,土,어질 량,7
艰,又,木,- 간,8
艱,艮,土,어려울 간,17
色,色,火,빛 색,6
艳,色,火,- 염,10
艴,色,火,성발끈낼 불,11
艷,色,火,고울 염[艶],24
艸,艸,木,풀 초,6
艹,艹,木,- 초,4
艺,艹,木,- 예,4
艻,艹,木,- 륵,6
艽,艹,木,변방 구,6
艾,艹,木,쑥 애,6
艿,艹,木,- 잉,6
芄,艹,木,왕골 환,7
芈,羋,火,양이 울 미,7
芊,艹,木,풀 무성할 천,7
芋,艹,木,토란 우,7
芍,艹,木,함박꽃 작,7
芎,艹,木,궁궁이 궁,7
芏,艹,木,- 토,7
芑,艹,木,흰차조 기,7
芒,艹,木,까끄라기 망,7
芗,艹,木,- 향,6
芘,艹,木,풀 이름 비,8
芙,艹,木,연꽃 부,8
芜,艹,木,- 무,8
芝,艹,木,지초 지,8
芟,艹,木,풀벨 삼,8
芡,艹,木,마름 검,8
芤,艹,木,- 규,8
芥,艹,木,겨자 개,8
芦,艹,木,지황 호,8
芨,艹,木,말오줌나무 급,8
芩,艹,木,풀이름 금,8
芪,艹,木,단너삼 기,8
芫,艹,木,고기 잡는 풀 원,8
芬,艹,木,향기 분,8
芭,艹,木,파초 파,8
芮,艹,木,성(姓) 예,8
芯,艹,木,골풀 심,8
芰,艹,木,세발 마름 기,8
花,艹,木,꽃 화,8
芳,艹,木,꽃다울 방,8
芴,艹,木,- 홀,8
芷,艹,木,구릿대 지,8
芸,艹,木,향풀 운,8
芹,艹,木,미나리 근,8
芻,艸,木,꼴 추,10
芽,艹,木,싹 아,8
芾,艹,木,슬갑 불,8
苁,艹,木,- 종,8
苄,艹,木,- 변,8
苇,艹,木,- 위,7
苈,艹,木,- 력,7
苊,艹,木,- 액,8
苋,艹,木,- 현,7
苌,艹,木,- 장,7
苍,艹,木,- 창,7
苎,艹,木,- 저,7
苏,艹,木,- 소,7
苑,艹,木,나라동산 원,9
苒,艹,木,풀우거질 염,9
苓,艹,木,복령(茯苓) 령,9
苔,艹,木,이끼 태,9
苕,艹,木,완두 초,9
苗,艹,木,모 묘,9
苘,艹,木,- 경,9
苛,艹,木,가혹할 가,9
苜,艹,木,거여목 목,9
苞,艹,木,떨기 포,9
苟,艹,木,진실로 구,9
苠,艹,木,속대 민,9
苡,艹,木,율무 이,9
苣,艹,木,상추 거,9
苤,艹,木,- 비,9
若,艹,木,같을 약,9
苦,艹,木,쓸[味覺] 고,9
苧,艹,木,모시 저,9
苫,艹,木,이엉 점,9
苯,艹,木,우거질 분,9
英,艹,木,꽃부리 영,11
苲,艹,木,- 작,9
苴,艹,木,암삼 저,9
苷,艹,木,- 감,9
苹,艹,木,다북쑥 평,9
苻,艹,木,귀목풀 부,9
茀,艹,木,우거질 불,9
茁,艹,木,풀싹 줄,9
茂,艹,木,무성할 무,9
茄,艹,木,가지 가,9
茅,艹,木,띠[草名] 모,9
茆,艹,木,띠 묘,9
茇,艹,木,풀뿌리 발,9
茈,艹,木,지치 자,10
茉,艹,木,말리 말,9
茌,艹,木,- 치,9
茎,艹,木,- 경,9
茏,艹,木,- 롱,8
茑,艹,木,- 조,8
茔,艹,木,- 토,8
茕,艹,木,- 경,8
茗,艹,木,차싹 명,10
茚,艹,木,- 인,10
茛,艹,木,독초이름 간,10
茜,艹,木,- 천,10
茧,艹,木,- 충,10
茨,艹,木,남가새 자,10
茫,艹,木,아득할 망,10
茬,艹,木,풀 모양 치,10
茭,艹,木,마른꼴 교,10
茯,艹,木,복령 복,10
茱,艹,木,수유 수,10
茲,艹,木,초목무성할 자,10
茳,艹,木,강리풀 강,10
茴,艹,木,회향 회,10
茵,艹,木,자리 인,10
茶,艹,木,차 다,10
茸,艹,木,풀날 용,10
茹,艹,木,꼭두서니 여,10
茺,艹,木,- 충,9
茼,艹,木,쏙갓 동,10
荀,艹,木,풀이름 순,10
荃,艹,木,향초 전,10
荅,艹,木,- 답,10
荆,刂,金,광대싸리 형,12
荇,艹,木,마름풀 행,10
草,艹,木,풀 초,10
荊,艹,木,가시 형,10
荏,艹,木,들깨 임,10
荐,艹,木,천거할 건,10
荑,艹,木,흰비름 이,10
荒,艹,木,거칠 황,10
荔,艹,木,- 려,10
荚,艹,木,- 협,9
荛,艹,木,- 요,9
荜,艹,木,- 필,9
荞,艹,木,- 교,9
荟,艹,木,- 회,9
荠,艹,木,- 제,9
荡,艹,木,- 탕,10
荣,艹,木,- 송,9
荤,艹,木,- 훈,9
荥,艹,木,- 형,9
荦,牛,土,- 락,9
荧,艹,木,- 형,9
荨,艹,木,- 담,9
荩,艹,木,- 신,9
荪,艹,木,- 손,9
荫,艹,木,- 음,10
荬,艹,木,- 매,9
荭,艹,木,- 홍,9
荮,艹,木,- 조,9
药,艹,木,- 약,9
荷,艹,木,멜 하,11
荸,艹,木,- 발,11
荻,艹,木,물억새 적,11
荼,艹,木,씀바귀 도,11
荽,艹,木,- 유,11
莅,艹,木,임할 리,11
莆,艹,木,- 보,11
莉,艹,木,말리 리,11
莊,艹,木,씩씩할 장,11
莎,艹,木,사초 사,11
莒,艹,木,나라이름 거,11
莓,艹,木,나무딸기 매,11
莖,艹,木,줄기 경,11
莘,艹,木,세신[細辛] 신,11
莛,艹,木,풀 줄거리 정,11
莜,艹,木,- 조,11
莞,艹,木,빙그레할 완,11
莠,艹,木,가라지 유,11
莢,艹,木,콩꼬투리 협,11
莧,艹,木,비름 현,11
莨,艹,木,수크령 랑,11
莩,艹,木,갈청 부,11
莪,艹,木,다북쑥 아,11
莫,艹,木,없을 막,11
莰,艹,木,- 감,11
莱,艹,木,명아주 래,10
莲,艹,木,- 련,10
莳,艹,木,- 시,10
莴,艹,木,- 와,10
莶,艹,木,- 렴,10
获,艹,木,- 획,11
莸,艹,木,- 유,10
莹,艹,木,- 옥,11
莺,艹,木,- 앵,10
莼,艹,木,- 순,10
莽,艹,木,풀 망,12
莿,艹,木,풀가시 자,12
菀,艹,木,무성할 울,12
菁,艹,木,순무 청,12
菅,艹,木,왕골 관,12
菇,艹,木,- 고,12
菊,艹,木,국화 국,12
菌,艹,木,버섯 균,12
菏,艹,木,풀이름 하,12
菐,艹,木,- 복,12
菔,艹,木,무 복,12
菖,艹,木,창포 창,12
菘,艹,木,배추 숭,12
菜,艹,木,나물 채,12
菝,艹,木,- 발,12
菟,艹,木,고을 이름 도,12
菠,艹,木,시금치 파,12
菡,艹,木,연꽃봉오리 함,12
菥,艹,木,- 석,12
菩,艹,木,보살 보,12
菪,艹,木,- 탕,12
華,艹,木,빛날 화,11
菰,艹,木,줄풀 고,12
菱,艹,木,마름 릉,12
菲,艹,木,엷을 비,12
菸,艹,木,- 어,12
菹,艹,木,김치 저,12
菽,艹,木,콩 숙,12
萁,艹,木,- 기,12
萃,艹,木,모을 췌,12
萄,艹,木,포도 도,12
萆,艹,木,비해 비,12
萊,艹,木,명아주 래,12
萋,艹,木,풀성할 처,12
萌,艹,木,움[芽] 맹,12
萍,艹,木,부평초(浮萍草) 평,12
萎,艹,木,시들 위,12
萏,艹,木,연봉오리 담,12
萑,艹,木,익모초 추,12
萘,艹,木,- 내,12
萜,艹,木,- 첩,11
萝,艹,木,- 라,11
萠,艹,木,- 붕,11
萤,艹,木,- 형,11
营,艹,木,- 영,11
萦,艹,木,- 영,11
萧,艹,木,- 소,11
萨,艹,木,- 살,12
萬,艹,木,일만 만,13
萱,艹,木,원추리 훤,13
萸,艹,木,수유 유,12
萼,艹,木,꽃받침 악,13
落,艹,木,떨어질 락,13
葄,艹,木,- 주,13
葆,艹,木,풀 더부룩할 보,13
葉,艹,木,잎 엽,13
葑,艹,木,순무 봉,13
著,艹,木,나타날 저,13
葙,艹,木,- 상,13
葚,艹,木,오디 심,13
葛,艹,木,칡 갈,13
葜,艹,木,- 계,13
葡,艹,木,포도 포,13
董,艹,木,바를[正] 동,13
葦,艹,木,갈대 위,13
葩,艹,木,꽃봉오리 파,13
葫,艹,木,물외 호,13
葬,艹,木,장사지낼 장,13
葭,艹,木,갈대 가,13
葱,艹,木,풀 더북할 총,13
葳,艹,木,초목 성할 위,13
葵,艹,木,아욱 규,13
葶,艹,木,- 정,13
葷,艹,木,매운 채소 훈,13
葸,艹,木,겁낼 사,13
葺,艹,木,기울 즙,13
蒂,艹,木,작은 가시 체,13
蒇,艹,木,- 천,12
蒈,艹,木,- 개,13
蒉,艹,木,- 괴,12
蒋,艹,木,성씨 장,12
蒌,艹,木,- 루,12
蒎,艹,木,- 파,13
蒐,艹,木,모을 수,14
蒓,艹,木,- 순,14
蒔,艹,木,모종할 시,14
蒗,艹,木,- 랑,14
蒙,艹,木,어두울 몽,14
蒜,艹,木,마늘 산,14
蒞,艹,木,다다를 리,14
蒟,艹,木,구장 구,14
蒡,艹,木,우엉 방,14
蒦,艹,木,- 확,14
蒭,艹,木,꼴 추,14
蒯,艹,木,황모 괴,14
蒲,艹,木,부들 포,14
蒴,艹,木,말오줌대 삭,14
蒸,艹,木,찔 증,14
蒹,艹,木,갈대 겸,14
蒺,艹,木,남가새 질,14
蒻,艹,木,부들 약,14
蒼,艹,木,푸를 창,14
蒽,艹,木,- 은,14
蒿,艹,木,다북쑥 호,14
蓁,艹,木,우거질 진,14
蓂,艹,木,명협 명,14
蓄,艹,木,모을 축,14
蓉,艹,木,연꽃 용,14
蓊,艹,木,옹풀 옹,14
蓋,艹,木,덮을 개,14
蓍,艹,木,시초 시,14
蓐,艹,木,새싹 욕,14
蓑,艹,木,도롱이 사,14
蓓,艹,木,꽃봉오리 배,14
蓔,艹,木,- 요,14
蓖,艹,木,아주까리 비,14
蓝,艹,木,- 람,13
蓟,艹,木,- 계,13
蓠,艹,木,- 리,14
蓣,艹,木,- 여,13
蓥,艹,木,- 형,13
蓦,马,火,- 맥,13
蓬,艹,木,쑥 봉,15
蓮,艹,木,연꽃 련,15
蓰,艹,木,다섯곱 사,15
蓴,艹,木,순채 순,15
蓼,艹,木,여뀌 료,15
蓽,艹,木,휘추리 필,15
蓿,艹,木,거여목 숙,15
蔌,艹,木,푸성귀 속,15
蔑,艹,木,업신여길 멸,15
蔓,艹,木,덩굴 만,15
蔔,艹,木,무 복,15
蔗,艹,木,사탕수수 자,15
蔚,艹,木,고을이름 울,15
蔟,艹,木,태주 주,15
蔡,艹,木,성(姓) 채,15
蔣,艹,木,성(姓) 장,15
蔥,艹,木,파 총,15
蔫,艹,木,- 언,15
蔬,艹,木,나물 소,16
蔭,艹,木,그늘 음,15
蔷,艹,木,- 장,14
蔸,艹,木,- 두,15
蔹,艹,木,- 렴,14
蔺,艹,木,- 린,14
蔻,艹,木,- 구,15
蔼,艹,木,- 애,14
蔽,艹,木,덮을 폐,16
蕃,艹,木,불을 번,16
蕈,艹,木,- 심,16
蕉,艹,木,파초 초,16
蕊,艹,木,꽃술 예,16
蕎,艹,木,메밀 교,16
蕑,艹,木,난초 간,16
蕒,艹,木,- 매,16
蕓,艹,木,평지 운,16
蕕,艹,木,냄새나는 풀 유,16
蕖,艹,木,연꽃 거,16
蕘,艹,木,나무할 요,16
蕙,艹,木,난초 혜,16
蕞,艹,木,작은 모양 체,16
蕠,艹,木,- 여,16
蕢,艹,木,흙덩이 괴,16
蕤,艹,木,더북할 유,16
蕨,艹,木,고사리 궐,16
蕩,艹,木,방탕할 탕,16
蕪,艹,木,거칠 무,16
蕭,艹,木,쓸쓸할 소,17
蕲,艹,木,- 기,15
蕴,艹,木,- 온,15
蕷,艹,木,- 여,17
蕹,艹,木,- 옹,17
蕺,艹,木,삼백초 즙,17
蕻,艹,木,- 홍,17
蕾,艹,木,꽃봉오리 뢰,17
薄,艹,木,엷을 박,17
薅,艹,木,김맬 호,17
薇,艹,木,장미 미,17
薈,艹,木,초목무성할 회,17
薊,艹,木,삽주 계,17
薌,艹,木,곡기 향,16
薏,艹,木,율무 의,17
薑,艹,木,생강 강,17
薔,艹,木,장미 장,17
薛,艹,木,성(姓) 설,17
薜,艹,木,승검초 벽,17
薤,艹,木,염교 해,17
薦,艹,木,천거할 천,17
薨,艹,木,죽을 훙,17
薩,艹,木,보살 살,18
薪,艹,木,섶 신,17
薮,艹,木,- 수,16
薯,艹,木,감자 서,18
薰,艹,木,향풀 훈,18
薳,艹,木,- 원,18
薶,艹,木,- 매,18
薷,艹,木,- 유,18
薹,艹,木,- 대,18
薺,艹,木,냉이 제,18
藁,艹,木,짚 고,18
藇,艹,木,아름다울 서,18
藉,艹,木,깔 자,18
藍,艹,木,쪽 람,18
藏,艹,木,감출 장,18
藐,艹,木,멀 막,18
藒,艹,木,- 걸,18
藓,艹,木,- 선,20
藕,艹,木,연뿌리 우,19
藘,艹,木,꼭두서니 려,19
藜,艹,木,명아주 려,19
藝,艹,木,재주 예,19
藤,艹,木,등나무 등,19
藥,艹,木,약 약,19
藨,艹,木,- 표,19
藩,艹,木,울타리 번,19
藪,艹,木,숲 수,19
藭,艹,木,- 궁,19
藹,艹,木,초목우거질 애,20
藺,艹,木,골풀 린,20
藻,艹,木,마름 조,20
藿,艹,木,콩잎 곽,20
蘄,艹,木,풀 이름 기,20
蘅,艹,木,- 형,20
蘆,艹,木,갈대 로,20
蘇,艹,木,되살아날 소,20
蘊,艹,木,쌓을 온,20
蘋,艹,木,마름 빈,20
蘑,艹,木,- 마,20
蘖,木,木,싹 얼,21
蘘,艹,木,양하 양,21
蘚,艹,木,이끼 선,21
蘞,艹,木,거지덩굴 렴,21
蘢,艹,木,개여뀌 롱,20
蘧,艹,木,패랭이꽃 거,21
蘩,艹,木,흰쑥 번,21
蘭,艹,木,난초 란,21
蘵,艹,木,- 직,22
蘸,艹,木,- 잠,23
蘺,艹,木,- 리,23
蘼,艹,木,장미 미,23
蘿,艹,木,담쟁이 라,23
虍,虍,金,- 호,6
虎,虎,金,범 호,8
虏,虍,金,- 로,8
虐,虍,金,모질 학,9
虑,心,火,- 필,10
虒,虎,金,- 사,10
虔,虍,金,공경할 건,10
處,虍,金,곳 처,11
虖,虍,金,- 호,11
虘,虍,金,- 차,11
虚,虍,金,빌 허,11
虛,虍,金,빌 허,12
虜,虍,金,사로잡을 로,13
虞,虍,金,염려할 우,13
號,虎,金,이름 호,13
虢,虎,金,나라이름 괵,15
虧,虍,金,이지러질 휴,17
虫,虫,火,벌레 충,6
虬,虫,火,규룡 규,7
虮,虫,火,- 기,8
虰,虫,火,- 정,8
虱,虫,火,이 슬,8
虹,虫,火,무지개 홍,9
虺,虫,火,독사 훼,9
虻,虫,火,등에 맹,9
虼,虫,火,- 흘,9
虽,虫,火,- 수,9
虾,虫,火,- 하,9
虿,虫,火,- 채,9
蚀,饣,土,- 식,9
蚁,虫,火,- 의,9
蚂,虫,火,- 마,9
蚊,虫,火,모기 문,10
蚋,虫,火,모기 예,10
蚌,虫,火,조개 방,10
蚍,虫,火,왕개미 비,10
蚓,虫,火,지렁이 인,10
蚕,虫,火,누에 잠,10
蚖,虫,火,- 원,10
蚜,虫,火,- 아,10
蚝,虫,火,- 자,10
蚣,虫,火,지네 공,10
蚤,虫,火,벼룩 조,10
蚧,虫,火,- 개,10
蚨,虫,火,파랑강충이 부,10
蚩,虫,火,어리석을 치,10
蚪,虫,火,올챙이 두,10
蚬,虫,火,- 현,10
蚯,虫,火,지렁이 구,11
蚰,虫,火,노래기 유,11
蚱,虫,火,벼메뚜기 책,11
蚴,虫,火,굼틀거릴 유,11
蚵,虫,火,- 가,11
蚶,虫,火,- 감,11
蚺,虫,火,- 염,11
蛀,虫,火,나무좀 주,11
蛄,虫,火,- 고,11
蛆,虫,火,구더기 저,11
蛇,虫,火,긴뱀 사,11
蛉,虫,火,고추잠자리 령,11
蛊,虫,火,- 고,11
蛋,虫,火,새알 단,11
蛎,虫,火,- 려,11
蛏,虫,火,- 정,11
蛐,虫,火,- 곡,12
蛑,虫,火,- 모,12
蛔,虫,火,회충 회,12
蛘,虫,火,- 양,12
蛙,虫,火,개구리 와,12
蛛,虫,火,거미 주,12
蛜,虫,火,- 이,12
蛞,虫,火,괄태충 활,12
蛟,虫,火,교룡(蛟龍) 교,12
蛤,虫,火,조개 합,12
蛩,虫,火,메뚜기 공,12
蛭,虫,火,거머리 질,12
蛮,虫,火,오랑캐 만,12
蛰,虫,火,- 칩,12
蛱,虫,火,- 협,12
蛲,虫,火,- 요,12
蛳,虫,火,- 사,12
蛴,虫,火,- 제,12
蛵,虫,火,- 형,13
蛸,虫,火,갈거미 소,13
蛹,虫,火,번데기 용,13
蛺,虫,火,- 협,13
蛻,虫,火,매미 허물 세,13
蛾,虫,火,누에나방 아,13
蜀,虫,火,나라이름 촉,13
蜂,虫,火,벌 봉,13
蜃,虫,火,큰조개 신,13
蜇,虫,火,- 철,13
蜈,虫,火,지네 오,13
蜉,虫,火,하루살이 부,13
蜊,虫,火,참조개 리,13
蜍,虫,火,- 서,13
蜎,虫,火,벌레꿈틀거릴 연,13
蜒,虫,火,- 연,14
蜓,虫,火,- 정,13
蜕,虫,火,허물 세,13
蜗,虫,火,- 와,13
蜘,虫,火,거미 지,14
蜚,虫,火,바퀴 비,14
蜜,虫,火,꿀 밀,14
蜞,虫,火,- 기,14
蜡,虫,火,납향 사,14
蜢,虫,火,- 맹,14
蜣,虫,火,- 강,14
蜥,虫,火,도마뱀 석,14
蜩,虫,火,매미 조,14
蜮,虫,火,- 역,14
蜱,虫,火,- 비,14
蜴,虫,火,도마뱀 척,14
蜷,虫,火,움추러질 권,14
蜻,虫,火,귀뚜라미 청,14
蜾,虫,火,나나니벌 과,14
蜿,虫,火,굼틀거릴 원,14
蝇,虫,火,- 승,14
蝈,虫,火,- 괵,14
蝉,虫,火,매미 선,14
蝌,虫,火,올챙이 과,15
蝎,虫,火,전갈 갈,15
蝓,虫,火,- 유,15
蝕,虫,火,좀먹을 식,15
蝗,虫,火,황충[食苗蟲] 황,15
蝙,虫,火,박쥐 편,15
蝟,虫,火,고슴도치 위,15
蝠,虫,火,박쥐 복,15
蝣,虫,火,- 유,15
蝤,虫,火,나무굼벵이 추,15
蝥,虫,火,해충 모,15
蝦,虫,火,두꺼비 하,15
蝨,虫,火,이 슬,15
蝮,虫,火,살무사 복,15
蝰,虫,火,- 규,15
蝴,虫,火,나비 호,15
蝶,虫,火,나비 접,15
蝸,虫,火,달팽이 와,15
蝻,虫,火,- 남,15
蝼,虫,火,- 루,15
蝽,虫,火,- 춘,15
蝾,虫,火,- 영,15
螂,虫,火,사마귀 랑,16
螃,虫,火,방게 방,16
螄,虫,火,- 사,16
螅,虫,火,- 실,16
螈,虫,火,- 원,16
螉,虫,火,- 옹,16
螋,虫,火,- 수,16
融,鬲,火,녹을 융,16
螓,虫,火,쓰르라미 진,16
螗,虫,火,씽씽매미 당,16
螞,虫,火,말거머리 마,16
螟,虫,火,멸구 명,16
螢,虫,火,반딧불 형,16
螨,虫,火,- 만,16
螫,虫,火,쏠 석,17
螬,虫,火,굼벵이 조,17
螭,虫,火,교륭 리,17
螮,虫,火,- 체,17
螯,虫,火,- 오,17
螳,虫,火,버마재비(사마귀) 당,17
螵,虫,火,- 표,17
螺,虫,火,소라 라,17
螻,虫,火,땅강아지 루,17
螽,虫,火,메뚜기 종,17
蟀,虫,火,귀뚜라미 솔,17
蟄,虫,火,숨을 칩,17
蟆,虫,火,- 마,17
蟈,虫,火,- 괵,17
蟊,虫,火,해충 모,17
蟋,虫,火,귀뚜라미 실,17
蟎,虫,火,- 만,17
蟏,虫,火,- 소,17
蟑,虫,火,- 장,17
蟒,虫,火,이무기 망,17
蟓,虫,火,- 상,18
蟛,虫,火,방게 팽,18
蟜,虫,火,- 교,18
蟟,虫,火,- 료,18
蟠,虫,火,서릴 반,18
蟢,虫,火,- 희,18
蟣,虫,火,서캐 기,18
蟥,虫,火,- 황,18
蟪,虫,火,- 혜,18
蟬,虫,火,매미 선,18
蟭,虫,火,- 초,18
蟮,虫,火,- 선,18
蟯,虫,火,요충 요,18
蟲,虫,火,벌레 충,18
蟹,虫,火,게 해,19
蟻,虫,火,개미 의,19
蟾,虫,火,두꺼비 섬,19
蠃,虫,火,나나니벌 라,19
蠅,虫,火,파리 승,19
蠊,虫,火,- 렴,19
蠍,虫,火,전갈 갈,19
蠑,虫,火,도마뱀 영,20
蠓,虫,火,- 몽,20
蠔,虫,火,- 호,20
蠕,虫,火,- 연,20
蠖,虫,火,- 확,20
蠛,虫,火,- 멸,21
蠟,虫,火,밀 랍,21
蠡,虫,火,좀먹을 려,21
蠢,虫,火,꾸물거릴 준,21
蠣,虫,火,굴 려,21
蠨,虫,火,갈거미 소,23
蠮,虫,火,- 열,23
蠱,虫,火,독벌레 고,23
蠲,虫,火,덜 견,23
蠵,虫,火,- 휴,24
蠶,虫,火,누에 잠,24
蠹,虫,火,좀 두,24
蠻,虫,火,오랑캐 만,25
蠼,虫,火,- 구,26
血,血,火,피 혈,6
衄,血,火,코피 뉵,10
衅,血,火,피 칠할 흔,11
衆,血,火,무리 중,12
衊,血,火,모독할 멸,21
行,行,木,다닐 행,6
衍,行,木,넓을 연,9
術,行,木,재주 술,11
衔,彳,木,- 함,11
衕,行,木,- 동,12
衖,行,木,- 항,12
街,行,木,거리 가,12
衙,行,木,마을[官廳] 아,13
衚,行,木,- 호,15
衛,行,木,지킬 위,15
衝,行,木,찌를 충,15
衡,行,木,저울대 형,16
衢,行,木,네거리 구,24
衣,衣,金,옷 의,6
衤,衤,金,- 의,6
表,衣,金,겉 표,8
衩,衤,金,- 차,9
衫,衤,金,적삼 삼,8
衬,衤,金,- 친,9
衮,衣,金,곤룡포 곤,10
衰,衣,金,쇠할 쇠,10
衲,衤,金,기울[縫] 납,9
衷,衣,金,속마음 충,10
衹,衤,金,- 기,10
衽,衤,金,옷깃 임,9
衾,衣,金,이불 금,10
衿,衤,金,옷깃 금,9
袁,衣,金,성(姓) 원,10
袂,衤,金,소매 몌,9
袄,衤,金,- 오,10
袅,衣,金,- 뇨,10
袈,衣,金,가사(袈裟) 가,11
袋,衣,金,자루 대,11
袍,衤,金,도포 포,10
袒,衤,金,옷벗어멜 단,10
袖,衤,金,소매 수,10
袜,衤,金,- 말,11
袞,衣,金,곤룡포 곤,11
袟,衤,金,- 질,11
袢,衤,金,속옷 번,10
袤,衣,金,길이 무,11
被,衤,金,입을 피,10
袭,龙,木,- 습,11
袮,衤,金,- 치,11
袯,衤,金,- 발,10
袱,衤,金,보 복,12
袴,衤,金,바지 고,11
袷,衤,金,- 겁,12
袼,衤,金,- 각,12
裁,衣,金,옷마를 재,12
裂,衣,金,찢어질 렬,12
装,衣,金,차려 입을 장,12
裆,衤,金,- 당,12
裇,衤,金,- 혈,12
裉,衤,金,- 간,12
裊,衣,金,끄을 뇨,13
裎,衤,金,옷벗을 정,12
裏,衣,金,속 리,13
裒,衣,金,모을 부,13
裔,衣,金,후손 예,13
裕,衤,金,넉넉할 유,12
裘,衣,金,갖옷 구,13
裙,衤,金,치마 군,12
補,衤,金,기울 보,12
裝,衣,金,꾸밀 장,13
裟,衣,金,가사(袈裟) 사,13
裡,衤,金,속 리,12
裢,衤,金,- 련,13
裣,衤,金,- 첨,13
裤,衤,金,- 고,13
裥,衤,金,- 간,13
裨,衤,金,도울 비,13
裰,衤,金,- 철,14
裱,衤,金,목수건 표,14
裳,衣,金,치마 상,14
裴,衣,金,성[裵] 배,14
裸,衤,金,벗을 라,13
裹,衣,金,쌀 과,14
